ID,gene,t,P.Value,F1,CHR,MAPINFO,Strand,Type,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,logFC,AveExpr
cg21146273,GRIA1,-12.00922335,6.40E-31,0.82795625,5,152869193,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.21310271,0.671199547
cg22887663,MIR206,-12.03017027,5.14E-31,0.826979472,6,52009019,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.272563494,0.64700743
cg15575967,TRIM62,-12.10017449,2.47E-31,0.825416036,1,33648734,R,II,TSS1500,shore,TSS1500-shore,chr1:33646613-33647878,,,,,,-0.208713993,0.462934837
cg09577651,SIRPB1,-12.10506343,2.35E-31,0.801830431,20,1600705,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.264935717,0.469737588
cg20441894,RETNLB,-12.14640368,1.52E-31,0.839110035,3,108476163,F,II,TSS200,opensea,TSS200-opensea,,,,,rs10933959,rs11283797,-0.283825422,0.670832032
cg19145607,CXCR6,-12.14734875,1.51E-31,0.849853372,3,45983792,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.252445406,0.506470653
cg25737664,SIRPD,-12.1602041,1.32E-31,0.811292719,20,1538671,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.280088323,0.696941068
cg20322837,APLNR,-12.18014286,1.07E-31,0.882692473,11,57005876,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.248493663,0.704637318
cg01517431,ABCA9,-12.19794471,8.86E-32,0.859098087,17,67057775,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.259512093,0.460155674
cg15023858,MITF,-12.21130939,7.70E-32,0.837492537,3,69812434,F,I,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.269358004,0.472291382
cg11613450,PTPRH,-12.21148435,7.68E-32,0.829734448,19,55721792,F,II,TSS1500,opensea,TSS1500-opensea,,TRUE,,,,,-0.185027044,0.321548927
cg02980499,BLNK,-12.22319207,6.79E-32,0.853113422,10,98031964,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.224999663,0.607971995
cg07107916,PPP2R5A,-12.23149274,6.22E-32,0.808489263,1,212457424,F,II,TSS1500,shore,TSS1500-shore,chr1:212457967-212459694,,,,,,-0.309473163,0.576118793
cg03053826,NR2F2,-12.2363204,5.91E-32,0.861623434,15,96868935,F,II,TSS1500,shelf,TSS1500-shelf,chr15:96864881-96866787,,TRUE,,,,-0.120045945,0.088002332
cg02746232,MAP2K4,-12.24176276,5.58E-32,0.811940299,17,11923262,R,II,TSS1500,shore,TSS1500-shore,chr17:11923951-11924871,,,,,,-0.205169159,0.69522466
cg15202552,FCRL3,-12.24199399,5.57E-32,0.826147427,1,157671759,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.208042034,0.322342458
cg07918174,GHRHR,-12.28258171,3.62E-32,0.8990645,7,31003525,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.227217111,0.708408267
cg10372302,AZGP1,-12.29703169,3.11E-32,0.810164425,7,99574466,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.202264492,0.728339394
cg10092691,LEMD1,-12.32040462,2.43E-32,0.837209302,1,205391796,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.300193958,0.687548678
cg08202226,GATAD2B,-12.36306532,1.54E-32,0.859098087,1,153896590,F,II,TSS1500,shore,TSS1500-shore,chr1:153894837-153895921,,,,,,-0.284840673,0.583469535
cg26685752,TCHH,-12.3775852,1.32E-32,0.844876633,1,152086692,R,II,TSS200,shore,TSS200-shore,chr1:152084994-152085215,,,,,,-0.294695218,0.645366442
cg25349955,TPO,-12.37852439,1.31E-32,0.863636364,2,1415911,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.270920797,0.700135397
cg18645493,MIR190B,-12.41664818,8.72E-33,0.854396582,1,154167437,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.206506681,0.365796446
cg13747967,CCL22,-12.42246786,8.19E-33,0.807804878,16,57392618,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.200444756,0.577351168
cg27446185,VTCN1,-12.43024724,7.54E-33,0.885794655,1,117753965,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.243071355,0.535448829
cg17527766,CRYBG3,-12.43394278,7.25E-33,0.82179676,3,97595595,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.259285452,0.720799196
cg23494863,STAR,-12.43978962,6.81E-33,0.833353741,8,38009476,R,I,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.224595095,0.465247177
cg05934698,HNF1A,-12.46042177,5.46E-33,0.814814815,12,121416390,R,II,TSS200,shore,TSS200-shore,chr12:121416485-121416817,,,,,,-0.221841874,0.576588498
cg20643675,MIR1323,-12.48562433,4.17E-33,0.862209469,19,54173727,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.269686137,0.52964772
cg06967316,IL13,-12.49232945,3.88E-33,0.800867706,5,131993853,R,II,TSS200,shore,TSS200-shore,chr5:131991554-131992304,,,,rs79948107,,-0.195367042,0.70679745
cg18183941,NLRP3,-12.495166,3.77E-33,0.861440922,1,247578552,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.280531015,0.680420652
cg08443845,RUNX1,-12.50118858,3.53E-33,0.804900459,21,36421955,R,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,-0.283729172,0.60102787
cg19836199,RUNX1,-12.5377168,2.39E-33,0.850279001,21,36421941,F,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,-0.270811222,0.543736865
cg17515347,AIM2,-12.54606589,2.18E-33,0.805793285,1,159047163,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.278883754,0.615079114
cg25785303,GREB1,-12.55318734,2.02E-33,0.821796407,2,11681908,R,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,-0.256729974,0.547830404
cg10520924,GLI2,-12.557049,1.94E-33,0.850091185,2,121554307,F,II,TSS1500,opensea,TSS1500-opensea,,,,,rs7569100,,-0.221885382,0.721962158
cg25468058,ANXA9,-12.5587291,1.90E-33,0.85115701,1,150953680,F,II,TSS1500,opensea,TSS1500-opensea,,TRUE,,,,,-0.230523108,0.724358086
cg07039113,S100A9,-12.56229956,1.83E-33,0.805475864,1,153329013,F,II,TSS1500,opensea,TSS1500-opensea,,,,,rs75104543,rs59961408,-0.237851741,0.635053197
cg06314202,SSTR5,-12.6051947,1.15E-33,0.812902051,16,1128070,F,II,TSS1500,shore,TSS1500-shore,chr16:1128223-1130394,,,,,,-0.182259312,0.524955374
cg19772011,GLP1R,-12.60784887,1.12E-33,0.824685998,6,39015339,F,II,TSS1500,shore,TSS1500-shore,chr6:39016307-39016998,,,,,,-0.164554032,0.213200371
cg08957683,FGF6,-12.66265808,6.21E-34,0.833819242,12,4554878,R,II,TSS200,shore,TSS200-shore,chr12:4554405-4554624,,,,,,-0.25282469,0.680320947
cg20473452,MUC6,-12.66923915,5.78E-34,0.818859175,11,1036938,F,II,TSS1500,shore,TSS1500-shore,chr11:1034834-1035146,,,,,,-0.196012287,0.416357278
cg20329620,F7,-12.678236,5.25E-34,0.837209302,13,113759894,R,II,TSS1500,shore,TSS1500-shore,chr13:113761566-113765534,TRUE,,,,,-0.277676153,0.533984911
cg24360617,APOBEC3A,-12.67831812,5.24E-34,0.802322513,22,39353495,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.150409448,0.290758057
cg24922596,MC2R,-12.68132449,5.07E-34,0.81305638,18,13915573,F,II,TSS200,opensea,TSS200-opensea,,,,,rs75068805,,-0.245079408,0.657484117
cg10768063,APBA2,-12.6957402,4.34E-34,0.811292719,15,29213736,F,II,TSS200,opensea,TSS200-opensea,,,,,rs74648832,,-0.278656877,0.651068566
cg09318122,SERPINA6,-12.70592422,3.89E-34,0.81793722,14,94789777,F,II,TSS200,opensea,TSS200-opensea,,,,,rs2281517,,-0.234602365,0.47475003
cg21838013,CRTAM,-12.7111544,3.67E-34,0.858364873,11,122708207,F,I,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.229296817,0.591384328
cg01367097,RGS4,-12.74717273,2.48E-34,0.814814815,1,163037784,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.300009961,0.648965492
cg02103822,GJA5,-12.75050178,2.40E-34,0.863636364,1,147246329,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.275561971,0.70523139
cg03528325,CD1A,-12.75321402,2.33E-34,0.809107692,1,158223921,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.298656591,0.582376478
cg21558752,KRT4,-12.76237246,2.11E-34,0.844601167,12,53208709,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.247386426,0.676873903
cg21406518,MYT1,-12.77540032,1.83E-34,0.859506531,20,62794798,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.25715927,0.625875829
cg22461018,MORF4,-12.78534768,1.64E-34,0.84189911,4,174538011,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.255038691,0.576291189
cg27058497,RUNX3,-12.78627511,1.62E-34,0.913907285,1,25291546,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.229337364,0.688970834
cg08439122,CAPN2,-12.78936824,1.57E-34,0.804185351,1,223899685,R,II,TSS1500,shore,TSS1500-shore,chr1:223899990-223900823,,,,,,-0.305988008,0.557727323
cg02901136,S100A12,-12.79737329,1.44E-34,0.847039474,1,153348305,F,II,TSS1500,opensea,TSS1500-opensea,,TRUE,,,rs4323654,,-0.308808044,0.58717039
cg12610744,KRT4,-12.86996477,6.52E-35,0.839850027,12,53208762,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.281512333,0.64950018
cg15534366,CDH4,-12.897946,4.80E-35,0.867914948,20,59826207,R,II,TSS1500,shore,TSS1500-shore,chr20:59826977-59828978,,,,,,-0.298559837,0.616305332
cg21359793,KRT4,-12.90642413,4.37E-35,0.835379649,12,53208752,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.295972717,0.577391555
cg24833981,FCRL6,-12.93694173,3.13E-35,0.826543341,1,159771858,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.238103668,0.70393446
cg23752828,DCTN2,-12.9435244,2.91E-35,0.86153662,12,57941309,F,II,TSS1500,shore,TSS1500-shore,chr12:57940563-57940981,,,,,,-0.261026773,0.418908009
cg04388863,ABCC11,-12.94423141,2.89E-35,0.899889865,16,48269349,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.290878506,0.549192448
cg21500064,SULF2,-12.95439677,2.58E-35,0.868006721,20,46415859,R,II,TSS1500,shore,TSS1500-shore,chr20:46413742-46415507,,,,,rs4809652,-0.207841319,0.695726052
cg15320474,UBD,-13.02461321,1.19E-35,0.862851417,6,29528005,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.280982198,0.686130094
cg11828741,MRVI1,-13.02832239,1.15E-35,0.819133034,11,10715767,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.228088298,0.707100227
cg04772947,SERPING1,-13.05378201,8.65E-36,0.804924005,11,57363540,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.246595488,0.537023192
cg12138102,NDN,-13.06112595,7.98E-36,0.813577023,15,23933560,R,II,TSS1500,shore,TSS1500-shore,chr15:23931559-23932547,,,,,,-0.227952124,0.446858936
cg02554564,NTF3,-13.12342392,4.01E-36,0.808345051,12,5603131,R,II,TSS200,shore,TSS200-shore,chr12:5603587-5603990,,,,,,-0.240357827,0.454262788
cg01588224,JTB,-13.15089291,2.95E-36,0.825256975,1,153950867,F,II,TSS1500,shore,TSS1500-shore,chr1:153949712-153950525,,,,,,-0.233907654,0.437856467
cg22856114,PROC,-13.16118311,2.64E-36,0.861880071,2,128175905,R,II,TSS200,shelf,TSS200-shelf,chr2:128173475-128173793,,,,,,-0.257838846,0.682397324
cg10611165,PROKR2,-13.19463685,1.82E-36,0.831325301,20,5295897,R,I,TSS1500,shore,TSS1500-shore,chr20:5296266-5297798,,,,,,-0.217663761,0.434433208
cg10318258,RIPK3,-13.20225649,1.67E-36,0.811463047,14,24809759,R,II,TSS1500,shore,TSS1500-shore,chr14:24808635-24808992,,,,,,-0.229084536,0.711451331
cg19499998,SLC22A2,-13.21980779,1.37E-36,0.848920863,6,160680213,R,I,TSS1500,shore,TSS1500-shore,chr6:160679377-160679701,,,,,rs60249401,-0.242007695,0.692428842
cg08633665,MIR1205,-13.22384014,1.31E-36,0.826306914,8,128972829,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.199229307,0.526107628
cg23642392,SLC2A9,-13.24403005,1.05E-36,0.838896952,4,10042449,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.260355978,0.499967426
cg09793866,STAR,-13.26087141,8.70E-37,0.862196021,8,38009548,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.291718416,0.520686515
cg23995605,SLC22A2,-13.28966671,6.31E-37,0.863724928,6,160681418,R,II,TSS1500,shore,TSS1500-shore,chr6:160679377-160679701,,TRUE,,,,-0.282224959,0.685371265
cg25941151,TYR,-13.29065028,6.24E-37,0.850803686,11,88910913,F,II,TSS200,opensea,TSS200-opensea,,,,,rs1799989,rs61759519,-0.290592252,0.59377665
cg10636246,AIM2,-13.32900958,4.06E-37,0.8005997,1,159046973,F,II,TSS1500,opensea,TSS1500-opensea,,,,,rs3834102,,-0.303747885,0.568819496
cg10764440,FGF23,-13.35401113,3.07E-37,0.885793872,12,4489221,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.259891364,0.583152169
cg23241473,SYCP2,-13.36856296,2.61E-37,0.825256975,20,58507227,F,II,TSS200,shore,TSS200-shore,chr20:58507755-58509517,,,,,,-0.293814152,0.643986982
cg15010213,MIR1-1,-13.3693649,2.58E-37,0.8005997,20,61150489,R,I,TSS1500,island,TSS1500-island,chr20:61150437-61150646,,,,,,-0.287297669,0.690307923
cg16446783,MRGPRX4,-13.37275161,2.49E-37,0.867201977,11,18193360,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.235070635,0.524459122
cg04144222,ANXA9,-13.38455291,2.18E-37,0.838896952,1,150953713,R,II,TSS1500,opensea,TSS1500-opensea,,TRUE,,,,,-0.243922586,0.658104958
cg26015115,MIR758,-13.38966769,2.06E-37,0.850574713,14,101491669,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.277812799,0.661689649
cg12033297,MIR488,-13.43413125,1.25E-37,0.885954382,1,176998801,F,II,TSS1500,opensea,TSS1500-opensea,,,,,rs61758728,,-0.259722431,0.61214351
cg19718360,CD84,-13.4405097,1.16E-37,0.825256975,1,160550647,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.288987922,0.486260792
cg00256593,ADCYAP1R1,-13.46235711,9.09E-38,0.852426827,7,31091245,F,II,TSS1500,shore,TSS1500-shore,chr7:31091717-31093077,,,,rs61576244,,-0.262605936,0.504739817
cg13447818,FLG,-13.4654037,8.78E-38,0.858773181,1,152298884,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.309942968,0.6815797
cg03893692,CAMK2A,-13.48926311,6.71E-38,0.856964174,5,149669484,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.202286361,0.675617043
cg08208133,HTR3A,-13.49013209,6.64E-38,0.816671756,11,113848161,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.252208594,0.607046215
cg05358291,CYP4F2,-13.4906244,6.61E-38,0.887651195,19,16009219,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.254999431,0.48532235
cg15746445,TRPM8,-13.51879213,4.81E-38,0.828657617,2,234824933,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.272960367,0.452570274
cg17921439,C10orf90,-13.52316301,4.58E-38,0.85150365,10,128211324,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.319125419,0.613185616
cg08631650,CAMK2A,-13.53922653,3.82E-38,0.845697504,5,149669813,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.228742991,0.500284604
cg00490406,AIM2,-13.5484577,3.44E-38,0.875,1,159046773,F,II,TSS200,opensea,TSS200-opensea,,,,,rs16841642,,-0.336019618,0.564370518
cg18122767,DLK1,-13.55379864,3.24E-38,0.8365243,14,101191872,F,I,TSS1500,shore,TSS1500-shore,chr14:101192851-101193499,,,,,,-0.173346581,0.419341483
cg13495373,CREB5,-13.55698751,3.12E-38,0.855507868,7,28474813,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.294875381,0.62314506
cg00187686,TCN1,-13.59286573,2.08E-38,0.842082942,11,59634218,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.263434858,0.491253843
cg03719032,HAPLN4,-13.63312291,1.32E-38,0.854155613,19,19374710,R,II,TSS1500,shelf,TSS1500-shelf,chr19:19371675-19372393,,,,,,-0.174649129,0.235103867
cg00175487,MIR380,-13.64535462,1.15E-38,0.870096542,14,101490186,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.294938596,0.575019274
cg06900494,EPN3,-13.64761778,1.12E-38,0.909404065,17,48609332,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.212310439,0.329424324
cg11035122,MIR758,-13.64800431,1.11E-38,0.881885593,14,101491994,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.24644543,0.654821383
cg25960403,MIR572,-13.6484624,1.11E-38,0.850560361,4,11370015,F,II,TSS1500,shore,TSS1500-shore,chr4:11370229-11370886,,,,,,-0.278434812,0.624722283
cg16791528,REG1A,-13.66749931,8.91E-39,0.8005997,2,79347532,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.262453039,0.71961814
cg04604142,LUC7L3,-13.71226067,5.35E-39,0.842492582,17,48796515,R,II,TSS1500,shore,TSS1500-shore,chr17:48796750-48797317,,,,,,-0.280087537,0.490424643
cg07856761,PVALB,-13.75810497,3.17E-39,0.846376812,22,37216030,R,II,TSS1500,shelf,TSS1500-shelf,chr22:37212769-37213467,,,,,,-0.189344108,0.433489095
cg20419291,ROBO4,-13.76019711,3.10E-39,0.831524334,11,124767974,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.243933159,0.516797606
cg04103198,SIRPB1,-13.77447914,2.63E-39,0.860786397,20,1601704,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.313172468,0.601887785
cg19939130,IFI16,-13.79021797,2.20E-39,0.887343533,1,158978468,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.317158971,0.649937917
cg27244482,CAMK2A,-13.82714088,1.44E-39,0.817777778,5,149669488,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.243695746,0.612500295
cg20932440,DIO1,-13.83328353,1.34E-39,0.808379272,1,54359778,F,I,TSS200,opensea,TSS200-opensea,,,,,,,-0.13858447,0.289935726
cg14666310,CEACAM5,-13.83921873,1.25E-39,0.843023256,19,42211479,F,II,TSS1500,opensea,TSS1500-opensea,,,,,rs73932029,,-0.21344821,0.508816873
cg18280758,SERINC2,-13.84184389,1.22E-39,0.877101277,1,31885025,R,II,TSS1500,shore,TSS1500-shore,chr1:31885794-31887010,,TRUE,,,,-0.210772333,0.581788175
cg17067544,IL6,-13.84198641,1.21E-39,0.851648698,7,22765321,F,II,TSS1500,opensea,TSS1500-opensea,,,,,rs35081782,,-0.303712537,0.438776301
cg19486673,LILRA2,-13.84966076,1.11E-39,0.859664863,19,55085018,F,II,TSS1500,opensea,TSS1500-opensea,,,,,rs73612407,rs73612405,-0.263410758,0.355593611
cg00481280,MIR122,-13.86292154,9.55E-40,0.806646526,18,56118290,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.246347563,0.662299159
cg06106063,EDNRB,-13.87547145,8.27E-40,0.882078369,13,78550939,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.291089144,0.6451987
cg11837701,ICA1,-13.91584187,5.20E-40,0.874246591,7,8302899,R,II,TSS1500,shore,TSS1500-shore,chr7:8301031-8302252,,,,,,-0.231653617,0.573425223
cg03761113,CD5L,-13.94122828,3.88E-40,0.887343533,1,157811724,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.330130079,0.482362369
cg26276014,CUBN,-13.95109845,3.46E-40,0.875,10,17172646,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.301213178,0.618239594
cg09012594,NEBL,-13.96636185,2.90E-40,0.823991031,10,21464258,R,II,TSS1500,shore,TSS1500-shore,chr10:21462128-21463808,,,,,,-0.273332981,0.539890901
cg22515937,FCRL1,-13.97071548,2.76E-40,0.87769536,1,157790499,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,rs79667365,-0.328178288,0.622888098
cg03989567,LGALS8,-14.00518661,1.85E-40,0.881118881,1,236686012,R,II,TSS1500,shore,TSS1500-shore,chr1:236687071-236687608,,,,,,-0.297553949,0.403032035
cg08358964,PRM3,-14.04905442,1.12E-40,0.894198918,16,11367783,F,II,TSS1500,shelf,TSS1500-shelf,chr16:11369939-11370221,,TRUE,,,,-0.227751383,0.612244121
cg16413327,PYCARD,-14.06622696,9.15E-41,0.836725146,16,31215451,R,II,TSS1500,shore,TSS1500-shore,chr16:31213566-31214287,,,,,,-0.25594906,0.635647082
cg08266168,F7,-14.10455168,5.87E-41,0.900980474,13,113760006,R,II,TSS200,shore,TSS200-shore,chr13:113761566-113765534,TRUE,,,,,-0.273749622,0.466680039
cg04692506,SPI1,-14.10686651,5.71E-41,0.852910663,11,47401027,R,II,TSS1500,shore,TSS1500-shore,chr11:47399788-47400006,,,,,,-0.276771958,0.554620741
cg03003745,CXCL17,-14.10771931,5.66E-41,0.89976929,19,42948167,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,rs79312812,-0.235226018,0.391957214
cg16566165,TGM2,-14.11067199,5.47E-41,0.836103775,20,36794002,F,II,TSS1500,shore,TSS1500-shore,chr20:36793549-36793867,TRUE,TRUE,,rs6068985,,-0.160101693,0.208575689
cg22940525,MNAT1,-14.12204603,4.79E-41,0.871650212,14,61200287,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.312611442,0.616083365
cg16679650,CNR2,-14.18225715,2.38E-41,0.868448698,1,24239820,R,II,TSS200,opensea,TSS200-opensea,,,,,,rs28655469,-0.215231418,0.412118222
cg00636390,MOS,-14.27419206,8.13E-42,0.884239888,8,57027352,F,II,TSS1500,shore,TSS1500-shore,chr8:57025546-57026543,,,,,,-0.325176315,0.57188619
cg19247032,TFF1,-14.28077846,7.53E-42,0.861738232,21,43786727,F,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.309066598,0.508987996
cg01247127,SIRPD,-14.28844997,6.88E-42,0.864971098,20,1538366,R,II,TSS200,opensea,TSS200-opensea,,,,,,rs73570807,-0.29401293,0.528700611
cg10060562,PRKG2,-14.30352188,5.77E-42,0.877171146,4,82127274,F,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,-0.286732747,0.557448909
cg17501395,ZC3H12D,-14.30776342,5.49E-42,0.815265445,6,149806331,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.271765101,0.240094271
cg00372774,PRAME,-14.32383999,4.55E-42,0.869518812,22,22902198,R,II,TSS1500,shore,TSS1500-shore,chr22:22901386-22901698,,,,,,-0.260196552,0.475767018
cg22335340,PTPN6,-14.36476799,2.81E-42,0.800248718,12,7055153,F,II,TSS1500,shore,TSS1500-shore,chr12:7053149-7053927,TRUE,,,,,-0.214931348,0.614413216
cg12146447,TAC4,-14.37497598,2.50E-42,0.866855524,17,47926239,R,II,TSS1500,shelf,TSS1500-shelf,chr17:47928266-47929357,,,,,,-0.299427865,0.563918024
cg27608032,FASTK,-14.38316272,2.27E-42,0.903085363,7,150778926,F,I,TSS1500,island,TSS1500-island,chr7:150777607-150780879,,,,,,-0.181834312,0.594429433
cg00003965,RETNLB,-14.38763531,2.15E-42,0.86039886,3,108476878,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.336452099,0.578796587
cg27610561,SLC2A10,-14.40552775,1.74E-42,0.83952381,20,45337784,R,II,TSS1500,shore,TSS1500-shore,chr20:45338071-45338663,TRUE,,,,,-0.34357837,0.527171146
cg01022345,MIR770,-14.42703154,1.35E-42,0.87921679,14,101317819,F,II,TSS1500,opensea,TSS1500-opensea,,TRUE,,,,,-0.236108552,0.533022642
cg27181013,USP5,-14.49955235,5.76E-43,0.904968153,12,6960042,R,II,TSS1500,shore,TSS1500-shore,chr12:6961005-6961873,,,,,,-0.225498024,0.550998268
cg26390526,FLG,-14.5068164,5.28E-43,0.90260631,1,152299078,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.364989117,0.633420214
cg05138957,MIR377,-14.51387947,4.86E-43,0.818702866,14,101528123,R,II,TSS1500,shelf,TSS1500-shelf,chr14:101531643-101532384,,TRUE,,,,-0.256563177,0.505837146
cg06582426,NTF3,-14.52617244,4.20E-43,0.85005848,12,5603168,R,II,TSS200,shore,TSS200-shore,chr12:5603587-5603990,,,,,,-0.296377177,0.591318085
cg12565635,AGR2,-14.53061051,3.99E-43,0.844970414,7,16845331,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.268368085,0.651783904
cg04626878,PTK6,-14.60082161,1.74E-43,0.886039716,20,62168809,F,II,TSS200,shore,TSS200-shore,chr20:62168432-62168684,,TRUE,,,,-0.228696427,0.269700216
cg15776494,KLK1,-14.61007748,1.56E-43,0.867277937,19,51327928,R,II,TSS1500,shelf,TSS1500-shelf,chr19:51330212-51330470,,,,,,-0.267864879,0.59852355
cg16285854,SYTL2,-14.61114515,1.54E-43,0.842768778,11,85469247,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.277594006,0.568912804
cg21273275,GRHL3,-14.62822719,1.25E-43,0.819904711,1,24648328,R,I,TSS1500,island,TSS1500-island,chr1:24648202-24648985,TRUE,,,,,-0.225038135,0.247868229
cg07051221,KRT18,-14.68710439,6.23E-44,0.856768559,12,53341805,F,II,TSS1500,shore,TSS1500-shore,chr12:53342805-53343162,,,,,,-0.287592086,0.521590452
cg16512640,CXCL17,-14.69027472,6.00E-44,0.856703335,19,42948183,F,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.29851389,0.48509488
cg05773207,GAP43,-14.72739086,3.86E-44,0.877980365,3,115340791,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,-0.298710986,0.627301987
cg04354077,PROKR2,-14.73259389,3.63E-44,0.907330567,20,5295137,R,II,TSS200,shore,TSS200-shore,chr20:5296266-5297798,,,,,,-0.303384681,0.507710049
cg14591460,KLK9,-14.73716509,3.43E-44,0.852944606,19,51512895,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.231079388,0.421472613
cg16960593,LPA,-14.74386376,3.17E-44,0.883451202,6,161087573,R,II,TSS200,opensea,TSS200-opensea,,,,,,,-0.275681993,0.450251111
cg07151443,HLA-DMA,-14.74538126,3.11E-44,0.814484457,6,32920962,R,II,TSS200,opensea,TSS200-opensea,,TRUE,TRUE,,,,-0.203732152,0.17346394
